nm; %R
500,000000; 22,205730
499,000000; 22,243745
498,000000; 22,234764
497,000000; 22,284456
496,000000; 22,329947
495,000000; 22,337984
494,000000; 22,377494
493,000000; 22,433957
492,000000; 22,436649
491,000000; 22,454983
490,000000; 22,464566
489,000000; 22,520354
488,000000; 22,535033
487,000000; 22,531077
486,000000; 22,578016
485,000000; 22,616673
484,000000; 22,630125
483,000000; 22,637385
482,000000; 22,667797
481,000000; 22,728570
480,000000; 22,706410
479,000000; 22,739534
478,000000; 22,762348
477,000000; 22,780573
476,000000; 22,811285
475,000000; 22,851795
474,000000; 22,882496
473,000000; 22,894014
472,000000; 22,917886
471,000000; 22,957522
470,000000; 23,000400
469,000000; 23,048420
468,000000; 23,064327
467,000000; 23,080576
466,000000; 23,139281
465,000000; 23,160949
464,000000; 23,213281
463,000000; 23,272541
462,000000; 23,301835
461,000000; 23,337972
460,000000; 23,362717
459,000000; 23,414511
458,000000; 23,463664
457,000000; 23,492813
456,000000; 23,527233
455,000000; 23,595380
454,000000; 23,625876
453,000000; 23,707836
452,000000; 23,741118
451,000000; 23,789451
450,000000; 23,838417
449,000000; 23,880628
448,000000; 23,932881
447,000000; 23,956769
446,000000; 24,051144
445,000000; 24,102867
444,000000; 24,056835
443,000000; 24,148648
442,000000; 24,212249
441,000000; 24,251835
440,000000; 24,302379
439,000000; 24,361892
438,000000; 24,405053
437,000000; 24,429663
436,000000; 24,526899
435,000000; 24,582346
434,000000; 24,574901
433,000000; 24,657978
432,000000; 24,729129
431,000000; 24,758655
430,000000; 24,920883
429,000000; 24,878407
428,000000; 25,021901
427,000000; 25,072032
426,000000; 25,100818
425,000000; 25,202212
424,000000; 25,220307
423,000000; 25,286099
422,000000; 25,384620
421,000000; 25,490502
420,000000; 25,525187
419,000000; 25,643151
418,000000; 25,687304
417,000000; 25,818374
416,000000; 25,851095
415,000000; 25,894647
414,000000; 25,943534
413,000000; 26,047945
412,000000; 26,150770
411,000000; 26,247720
410,000000; 26,328376
409,000000; 26,459060
408,000000; 26,538920
407,000000; 26,618316
406,000000; 26,692712
405,000000; 26,785113
404,000000; 26,873217
403,000000; 26,992930
402,000000; 27,058237
401,000000; 27,187331
400,000000; 27,274846
399,000000; 27,367288
398,000000; 27,524133
397,000000; 27,580594
396,000000; 27,628761
395,000000; 27,726413
394,000000; 27,900970
393,000000; 27,991572
392,000000; 28,057042
391,000000; 28,241231
390,000000; 28,314174
389,000000; 28,400694
388,000000; 28,559929
387,000000; 28,705327
